Person id	Full name	Full name reversed	Blurb	male/female/group	Nationality	Birth date	Birth year	Death date	Death year	Birth city/state	Birth country	Death city/state	Death country	I am a useless column
tyngedwar0025413	Edward Tyng	Tyng, Edward	(c. 1610–1681), American brewer, merchant, civil servant, landowner	Male	American	1610	1610	Saturday, 27 December 1681	1681	Dunstable, Bedfordshire	England	Dunstable, Massachusetts	United States of America	
tyrrejames003379	James Tyrrell	Tyrrell, James	(1642–1718), English political writer, historian	Male	English	Monday, 5 May 1642	1642	Tuesday, 7 June 1718	1718	London, Greater London	England	Shotover, Oxfordshire	England	
tysonedwar024408	Edward Tyson	Tyson, Edward	(1651–1708), English physician, anatomist	Male	English	Friday, 20 January 1651	1651	Wednesday, 1 August 1708	1708	Bristol, county of Bristol	England		unknown	
tytlealexa003380	Alexander Fraser Tytler, Lord Woodhouselee	Tytler, Alexander Fraser, Lord Woodhouselee	(1747–1813), Scottish lawyer, author, academy member	Male	Scottish	Sunday, 15 October 1747	1747	Tuesday, 5 January 1813	1813	Edinburgh, county of Edinburgh	Scotland	Edinburgh, county of Edinburgh	Scotland	
tytlewilli003381	William Tytler	Tytler, William	(1711–1792), Scottish lawyer	Male	Scottish	Monday, 12 October 1711	1711	Wednesday, 12 September 1792	1792	Edinburgh, county of Edinburgh	Scotland	Woodhouselee, near Edinburgh, county of Edinburgh	Scotland	
ulfelanton000095	Graf Anton Corfiz von Ulfeld	Ulfeld, Graf Anton Corfiz von	(1699–1760), Austrian government minister	Male	Austrian	Monday, 15 June 1699	1699	Saturday, 5 January 1760	1760	Braşov, Brassó County	Hungary	Vienna, state of Vienna	Austria	
ulpiapaolo025725	Paolo Ulpiani	Ulpiani, Paolo	(fl. 1661), Italian philosopher	Male	Italian						Italy		unknown	
ulrikfredr023605	Fredrik Adolf Ulrik, Count Cronstedt	Ulrik, Fredrik Adolf, Count Cronstedt	(1744–1829), Swedish court official	Male	Swedish	1744	1744	1829	1829		Sweden		unknown	
underjohn0025379	John Underhill	Underhill, John	(c. 1608–1672), Dutch soldier, American colonist, soldier, author	Male	Dutch	c. 1608	1608	Wednesday, 21 September 1672	1672	Bergen op Zoom, North Brabant	Netherlands	Oyster Bay, New York	United States of America	
unitecommi025370	Commissioners of the United Colonies of New England	United Colonies of New England, Commissioners of the	(founded 1643), American political confederation	Group	American	1643	1643	1686	1686		United States of America		unknown	
unknohanna005423	Hannah —	—, Hannah	(fl. 1767), unknown correspondent of Laurence Sterne	Female	unknown						unknown		unknown	
unknomarti004822	— Martine	Martine, —	(fl. 1655), cousin of John Locke	Female	English						England		unknown	
unknoroger024623	Roger	Roger	(pseudonym used 1728), correspondent of John Gay	Male	unknown						England		unknown	
unknown000017184	[unknown]	[unknown]	(to be found throughout <em>EE</em>), an unidentified author or recipient	Male	unknown						unknown		unknown	
unministre024390	un ministre sarde	sarde, un ministre	(fl. 1753–1754), correspondent of Mme de Warens	Male	unknown						unknown		unknown	
unthajohn0003384	John Unthank	Unthank, John	(fl. 1799–1801), English gardener, farmer	Male	English						England		unknown	
unthasubte024262	subtenants of John Unthank	Unthank, subtenants of John	(active 1800), English lessees	Group	English						England		unknown	
unwin00000024651	Miss Sarah Unwin	Unwin, Miss Sarah	(1750–1801), English mill-owner's daughter	Female	English	1750	1750	1801	1801		England		unknown	
unwinjohn0017214	John Unwin	Unwin, John	(c. 1775–1843), English civil servant	Male	English	c. 1775	1775	Sunday, 30 July 1843	1843		England		unknown	
unwinmary0017228	Mrs Mary Unwin	Unwin, Mrs Mary	(1724–1796), English clergyman's wife, friend of William Cowper	Female	English	1724	1724	1796	1796		England		unknown	
unwinwilli004226	Rev. William Unwin	Unwin, Rev. William	(1744–1786), English clergyman, friend of William Cowper	Male	English	1744	1744	1786	1786		England	Winchester, Hampshire	England	
urbangiaco024326	Giacomo Urban	Urban, Giacomo	(fl. 1744), Italian customs official	Male	Italian						Italy		unknown	
uriotjosep003385	Joseph Uriot	Uriot, Joseph	(1713–1788), French actor, theatre director, playwright	Male	French	1713	1713	October 1788	1788	Nancy, Meurthe-et-Moselle	France	Stuttgart, Baden-Württemberg	Germany	
urquhdavid004041	David Urquhart	Urquhart, David	(1805–1877), Scottish diplomat, politician, writer	Male	Scottish	1805	1805	Wednesday, 16 May 1877	1877	Braelangwell, Cromarty	Scotland	Naples, Campania	Italy	
usherhezek025492	Hezekiah Usher	Usher, Hezekiah	(1639–1697), American merchant, eccentric, legal victim	Male	American	Monday, 6 June 1639	1639	Thursday, 11 July 1697	1697	Boston, Massachusetts	United States of America	Lynn, Massachusetts	United States of America	
usshejames024357	James Ussher, archbishop of Armagh	Ussher, James, archbishop of Armagh	(1581–1656), Irish churchman, scholar	Male	Irish	1581	1581	1656	1656		Ireland		unknown	
ussonjeanl000825	Jean Louis d'Usson, marquis de Bonnac	Usson, Jean Louis d', marquis de Bonnac	(1672–1738), French aristocrat, diplomat	Male	French	1672	1672	Monday, 1 September 1738	1738		France		unknown	
ussonjeanl024333	Jean Louis d'Usson de Bonnac, comte d'Allion	Usson de Bonnac, Jean Louis d', comte d'Allion	(fl. 1745–1748), French aristocrat, diplomat	Male	French						France		unknown	
usterleonh003386	Leonhard Usteri	Usteri, Leonhard	(1741–1789), Swiss academic, choir master	Male	Swiss	1741	1741	Thursday, 14 May 1789	1789		Switzerland		unknown	
uvedawilli004891	William Uvedale	Uvedale, William	(fl. 1651–1664), English academic, poet	Male	English					Wickham or Bishop's Waltham, Hampshire	England		unknown	
vaillpaul0003388	Paul Vaillant	Vaillant, Paul	(c. 1716–1802), English bookseller	Male	English	c. 1716	1716	1802	1802	London, Greater London	England		unknown	
vainejean0001229	Jean de Vaines	Vaines, Jean de	(1735–1803), French financier, author	Male	French	1735	1735	Wednesday, 16 March 1803	1803		France		unknown	
valadjacqu003389	Jacques François Valade	Valade, Jacques François	(d. 1784), French printer	Male	French	after 1700	1700	1784	1784		France		unknown	
valanvener024852	Vénérable Classe des Pasteurs de Valangin	Valangin, Vénérable Classe des Pasteurs de	(used 1766), Swiss ecclesiastical body	Group	Swiss						Switzerland		unknown	
valbejosep001231	Joseph Alphonse Omer de Valbelle-Oraison, marquis de Tourves	Valbelle-Oraison, Joseph Alphonse Omer de, marquis de Tourves	(1729–1778), French aristocrat, general, civil servant	Male	French	1729	1729	November 1778	1778		France	Paris, Ile-de-France	France	
valbene000001232	— de Valbene	Valbene, — de	(fl. 1759–1763), French amateur historian	Male	French					Avignon, Vaucluse	France		unknown	
valetantoi003390	Antoine Valette de Traversac	Valette de Traversac, Antoine	(fl. 1759–1760), French antiquarian	Male	French						France		unknown	
valigp0000001233	P. de Valigny	Valigny, P. de	(fl. 1766–1786), French comic playwright	Male	French						France		unknown	
vallant000003391	— Vallant	Vallant, —	(fl. 1748), French physician	Male	French						France		unknown	
vallepierr024184	Pierre Valleré	Valleré, Pierre	(1702–1772), French lawyer	Male	French	1702	1702	1772	1772		France		unknown	
vallianton003392	Antonio Valli	Valli, Antonio	(fl. 1773–1795), Italian playwright, translator	Male	Italian					Venice, Veneto	Italy		unknown	
valmalouis023261	Louise Anne Marie Valmalette, comtesse de Morsan	Valmalette, Louise Anne Marie, comtesse de Morsan	(fl. 1740–1761), French aristocrat	Female	French						France		unknown	
valorjeann001234	Jeanne Louise Caroline de Valory	Valory, Jeanne Louise Caroline de	(fl. 1760–1787), French aristocrat	Female	French						France		unknown	
valorpaulf001235	Paul Frédéric Charles de Valori	Valori, Paul Frédéric Charles de	(fl. 1734–1765), French clergyman	Male	French						France		unknown	
valpyabrah004042	Abraham John Valpy	Valpy, Abraham John	(1787–1854), English classicist, publisher, newspaper editor	Male	English	1787	1787	Sunday, 19 November 1854	1854		England	London, Greater London	England	
valvajohan004394	Johann Weichart Valvasor	Valvasor, Johann Weichart	(1641–1693), Slovenian scholar, polymath, academy member	Male	Slovenian	Monday, 20 May 1641	1641	Saturday, 19 September 1693	1693	Ljubljana, Inner Carniola	Slovenia	Krško	Slovenia	
vandearis0023913	Aris van der Mieden	Mieden, Aris van der	(1726–1793), Dutch politician, classicist	Male	Dutch	1726	1726	1793	1793		Netherlands		unknown	
vandejohn0025237	Sir John Vanden-Bempde-Johnstone, baronet	Vanden-Bempde-Johnstone, Sir John, baronet	(1799–1869), English politician	Male	English	Wednesday, 28 August 1799	1799	Wednesday, 24 February 1869	1869		England		unknown	
vandepeter005064	Sir Peter Vandeput, baronet	Vandeput, Sir Peter, baronet	(d. 1748), English merchant, gentleman	Male	English		0	1748	1748		England		unknown	
vandinicol023898	Nicolas Félix Vandive	Vandive, Nicolas Félix	(fl. 1751–1774), French lawyer	Male	French						France		unknown	
vandreil00004932	— Vandreil	Vandreil, —	(fl. 1790), correspondent of Alexander Mackenzie	Male	unknown						unknown		unknown	
vanhoesthe005637	Esther van Homrigh	Homrigh, Esther van	(c. 1688–1723), lover of Jonathan Swift	Female	English	1688	1688	1723	1723		England		unknown	
vanhomrigh024812	Mrs Esther van Homrigh	Homrigh, Mrs Esther van	(d. 1714), Irish correspondent of Jonathan Swift	Female	Irish		0	1714	1714		Ireland		unknown	
vanhutchis005278	— Vanhutchison	Vanhutchison, —	(fl. 1795), English lawyer	Male	English						England		unknown	
vanneroux0003410	— Vanneroux	Vanneroux, —	(fl. 1734), French police official	Male	French						France		unknown	
vannuanton003411	Antonio Maria Vannucchi	Vannucchi, Antonio Maria	(1724–1792), Italian legal writer, university professor, poet	Male	Italian	1724	1724	1792	1792	Castelfiorentino, Tuscany	Italy	Pisa, Tuscany	Italy	
vansinicho003412	Nicholas Vansittart, 1st Baron Bexley	Vansittart, Nicholas, 1st Baron Bexley	(1766–1851), English politician	Male	English	Tuesday, 29 April 1766	1766	Saturday, 8 February 1851	1851	London, Greater London	England	Foot's Cray, Kent	England	
vansojohn0003413	John Vansommer	Vansommer, John	(1705–1774), French silk designer	Male	French	1705	1705	1774	1774		France		unknown	
vanswilli0024813	William Vans	Vans, William	(c. 1730–1820), American merchant, tax official	Male	American	c. 1730	1730	1820	1820		United States of America		unknown	
varagfranc001236	François de Varagne, marquis de Bélestat	Varagne, François de, marquis de Bélestat	(1725–1808), French army officer, scholar	Male	French	1725	1725	Friday, 10 June 1808	1808		France		unknown	
varenclaud023061	Claude Varenne, baron de Béost	Varenne, Claude, baron de Béost	(1722–1788), French civil servant, amateur scientist, rake	Male	French	Thursday, 10 December 1722	1722	1788	1788	Dijon, Côte-d'Or	France		unknown	
varenphili003414	Philibert Charles Marie Varenne de Fénille	Varenne de Fénille, Philibert Charles Marie	(1730–1794), French civil servant, author	Male	French	1730	1730	1794	1794		France		unknown	
varin00000003415	— Varin	Varin, —	(b. c. 1757), French correspondent of Voltaire	Male	French	c. 1757	1757		0		France		unknown	
varrefranz003416	Franz Varrentrapp	Varrentrapp, Franz	(1706–1786), German publisher	Male	German	1706	1706	Monday, 18 September 1786	1786		Germany		unknown	
vascodalma023060	conte Dalmazzo Francesco Vasco	Vasco, conte Dalmazzo Francesco	(1732–1794), Italian adventurer	Male	Italian	1732	1732	1794	1794		Italy		unknown	
vassaeliza005286	Elizabeth Vassall Fox, Baroness Holland	Fox, Elizabeth Vassall, Baroness Holland	(1771?–1845), English aristocrat, salon hostess	Female	English	c. 1771	1771	Monday, 17 November 1845	1845		England		unknown	
vassehorac003419	Horace Vasserot de Vincy	Vasserot de Vincy, Horace	(1726–1787), Swiss politician	Male	Swiss	1726	1726	1787	1787		Switzerland		unknown	
vassejean0003418	Jean Vasserot de Châteauvieux	Vasserot de Châteauvieux, Jean	(b. c. 1730), Swiss gentleman	Male	Swiss	c. 1730	1730		0		Switzerland		unknown	
vassejosep003417	Joseph Vasselier	Vasselier, Joseph	(1735–1798), French poet, satirist	Male	French	1735	1735	1798	1798		France		unknown	
vaticsecre024833	Secrétariat d'État du Vatican	Vatican, Secrétariat d'État du	(founded 1488), Catholic Church government department	Group	Vatican	1488	1488		0		Vatican		unknown	
vatieantoi004282	Antoine Vatier	Vatier, Antoine	(1596–1659), French Jesuit theologian	Male	French	1596	1596	1659	1659		France		unknown	
vauche0000024460	— Vauché	Vauché, —	(fl. 1761–1762), French stonemason	Male	French						France		unknown	
vauchisabe023058	Isabelle Salomé Vaucher	Vaucher, Isabelle Salomé	(b. 1744), Swiss watchmaker	Female	Swiss	1744	1744		0	canton of Neuchâtel	Switzerland		unknown	
vauger0000003421	M. — Vauger	Vauger, M. —	(d. c. 1757), French poet	Male	French		0	c.  1757	1757		France		unknown	
vaughbenja003422	Benjamin Vaughan	Vaughan, Benjamin	(1751–1835), English diplomat, reformer	Male	English	Monday, 19 April 1751	1751	Monday, 7 December 1835	1835		Jamaica	Hallowell, Maine	United States of America	
vaughsamue024814	Samuel Vaughan	Vaughan, Samuel	(1720–1802), English merchant, landscape architect	Male	English	Tuesday, 23 April 1720	1720	1802	1802		England		unknown	
vaughwilli003424	William Vaughan	Vaughan, William	(1752–1850), English merchant, author, academy member	Male	English	Friday, 22 September 1752	1752	Sunday, 5 May 1850	1850	London, Greater London	England	London, Greater London	England	
vaughwilmo024462	Wilmot Vaughan, 1st earl of Lisburne	Vaughan, Wilmot, 1st earl of Lisburne	(1730–1800), English politician	Male	English	c. 1730	1730	Monday, 6 January 1800	1800		England		unknown	
vauqujean0025402	Jean Vauquelin Des Yvetaux	Vauquelin Des Yvetaux, Jean	(1651–1716), French physician, alchemist	Male	French	1651	1651	1716	1716	Caen, Calvados	France		unknown	
vautrjeanr023057	Jean Rodolphe de Vautravers	Vautravers, Jean Rodolphe de	(1723–c. 1815), Swiss academy member, diplomat, art dealer	Male	Swiss	1723	1723	c.  1815	1815	Bern, canton of Bern	Switzerland		unknown	
vaux000000024318	M. — de Vaux	Vaux, M. — de	(fl. 1701), friend of Pierre Coste	Male	unknown						unknown		unknown	
vauxdodetj001238	Odet Joseph de Vaux de Giry, abbé de Saint-Cyr	Vaux de Giry, Odet Joseph de, abbé de Saint-Cyr	(1699–1761), French clergyman, academy member	Male	French	1699	1699	Wednesday, 14 January 1761	1761	Normandy	France		unknown	
vauxgabar0001665	Dominique Gabard de Vaux	Gabard de Vaux, Dominique	(fl. 1772–1782), French diplomat	Male	French						France		unknown	
veenegber0003426	Egbertus Veen	Veen, Egbertus	(1630–c. 1709), Dutch physician	Male	Dutch	1630	1630	c.  1709	1709		Netherlands		unknown	
veenmaria0004895	Mevr. Maria Veen	Veen, Mevr. Maria	(1638–1690), Dutch physician's wife	Female	Dutch	1638	1638	1690	1690		Netherlands		unknown	
veilljf000003427	Jean François Veillon	Veillon, Jean François	(fl. 1760–1772), Swiss notary	Male	Swiss		0		0	Bex, canton of Bern	Switzerland		unknown	
veitdavid0023056	David Veit	Veit, David	(1771–1814), French physician	Male	French	1771	1771	1814	1814		France		unknown	
venicdirec024439	Directors of the Customs of Venice	Venice, Directors of the Customs of	(founded 1500), Italian customs officials	Group	Italian	1500	1500		0		Italy		unknown	
venicsenat023858	Senate of Venice	Venice, Senate of	(founded 1229), Italian government body	Group	Italian	1229	1229		0		Italy		unknown	
venicsigno023860	Signoria of Venice	Venice, Signoria of	(founded 1223), Italian government body	Group	Italian	1223	1223		0		Italy		unknown	
venienicco024051	Niccolò Venier	Venier, Niccolò	(fl. 1744), Italian aristocrat, magistrate, civil servant	Male	Italian						Italy		unknown	
ventrchris023934	Christophe Félix Louis Ventre de La Toulobre	Ventre de La Toulobre, Christophe Félix Louis	(1746–1816), French royalist journalist, author	Male	French	1746	1746	1816	1816	Aix-en-Provence, Bouches-du-Rhône	France		unknown	
verdejeanj023055	Jean Jacques Verdelhan	Verdelhan, Jean Jacques	(d. 1773), French lawyer	Male	French	before 1700	1700	Sunday, 28 November 1773	1773		France	Yverdon, canton of Vaud	Switzerland	
verdupiete003430	Pieter Adriaanszoon Verduin	Verduin, Pieter Adriaanszoon	(c. 1625–c. 1700), Dutch surgeon	Male	Dutch	c. 1625	1625	c.  1700	1700		Netherlands		unknown	
vergapaolo003431	Paolo Vergani	Vergani, Paolo	(1753–1820), Italian churchman, legal writer, economist	Male	Italian	1753	1753	1820	1820	Piedmont	Italy	Paris, Ile-de-France	France	
verijosep0024398	Joseph Alphonse de Véri	Véri, Joseph Alphonse de	(1724–1799), French clergyman, diarist	Male	French	Monday, 16 October 1724	1724	Wednesday, 28 August 1799	1799	Séguret, Vaucluse	France	Avignon, Vaucluse	France	
vermefranc003432	François Marie Vermeil	Vermeil, François Marie	(fl. 1772), correspondent of Voltaire	Male	unknown						unknown		unknown	
vernefranc024131	François Vernes	Vernes, François	(1765–1834), Swiss travel writer	Male	Swiss	1765	1765	1834	1834		Switzerland		unknown	
vernejacob003434	Jacob Vernes	Vernes, Jacob	(1728–1791), Swiss protestant minister, journalist	Male	Swiss	Monday, 31 May 1728	1728	Saturday, 22 October 1791	1791	Geneva, canton of Geneva	Switzerland		unknown	
vernejacob003435	Jacob Vernet	Vernet, Jacob	(1698–1789), Swiss theologian, author, religious controversialist	Male	Swiss	1698	1698	1789	1789		Switzerland		unknown	
verneuil00023052	M. — de Verneuil	Verneuil, M. — de	(fl. 1764), correspondent of Jean Jacques Rousseau	Male	unknown						unknown		unknown	
verney0000025385	Mr — Verney	Verney, Mr —	(fl. 1666), English correspondent of Robert Boyle	Male	English						England		unknown	
vernicharl023051	Charles Frédéric Vernier	Vernier, Charles Frédéric	(b. 1745), Swiss engraver	Male	Swiss	Tuesday, 9 February 1745	1745		0	Geneva, canton of Geneva	Switzerland		unknown	
vernietes0024444	M. — de Vernietes	Vernietes, M. — de	(pseudonym used 1699)	Male	French						France		unknown	
vernitheod023050	Théodore Vernier	Vernier, Théodore	(1731–1818), French revolutionary politician	Male	French	Saturday, 31 March 1731	1731	Tuesday, 3 February 1818	1818	Lons-le-Saulnier, Jura	France	Paris, Ile-de-France	France	
vernocarol004043	Caroline Vernon	Vernon, Caroline	(1761–1833), English politician's wife	Female	English	1761	1761	1833	1833		England		unknown	
vernoeliza004044	Elizabeth Vernon	Vernon, Elizabeth	(b. c. 1762), English gentlewoman	Female	English	c. 1762	1762		0		England		unknown	
vernojames024356	James Vernon	Vernon, James	(1646–1727), English government minister	Male	English	1646	1646	1727	1727		England		unknown	
vernojosep004045	Joseph Vernon	Vernon, Joseph	(fl. 1794–1834), English civil servant	Male	English						England		unknown	
vernothoma005065	Thomas Vernon	Vernon, Thomas	(1654–1721), English lawyer, politician	Male	English	Sunday, 6 December 1654	1654	February 1721	1721		England		unknown	
verrialess004402	conte Alessandro Verri	Verri, conte Alessandro	(1741–1816), Italian playwright, novelist, historian	Male	Italian	Thursday, 9 November 1741	1741	Tuesday, 23 September 1823	1823	Milan, Lombardy	Italy	Verona, Veneto	Italy	
verrigisbe003437	Gisbertus Verrijn	Verrijn, Gisbertus	(fl. 1684–1695), Dutch translator	Male	Dutch						Netherlands		unknown	
verrijohan004896	Johannes Verrijn	Verrijn, Johannes	(d. 1698), Dutch pastor	Male	Dutch		0	1698	1698		Netherlands		unknown	
verripietr004509	conte Pietro Verri	Verri, conte Pietro	(1728–1797), Italian economist	Male	Italian	Sunday, 12 December 1728	1728	Wednesday, 28 June 1797	1797	Milan, Lombardy	Italy		unknown	
vertmont00023049	M. — de Vertmont	Vertmont, M. — de	(fl. 1744–1755), French diplomatic official	Male	French						France		unknown	
veselfedor003440	Fedor Pavlovich Veselovsky	Veselovsky, Fedor Pavlovich	(b. after 1687), Russian diplomat, legal writer, university principal	Male	Russian	after 1687	1687		0		Russia		unknown	
vesey00000005448	Mrs Elizabeth Vesey	Vesey, Mrs Elizabeth	(c. 1715–1791), English salon hostess	Female	English	c. 1715	1715	1791	1791		England		unknown	
vestrfranc003441	Françoise Marie Rosette Vestris	Vestris, Françoise Marie Rosette	(1743–1804), French actress	Female	French	Sunday, 7 April 1743	1743	Friday, 5 October 1804	1804	Marseille, Bouches-du-Rhône	France	Paris, Ile-de-France	France	
veymerange001241	Gabriel Claude Palteau de Veymerange	Palteau de Veymerange, Gabriel Claude	(d. 1794), French financier, industrialist	Male	French		0	1794	1794		France		unknown	
veyssmathu003442	Mathurin Veyssière de La Croze	Veyssière de La Croze, Mathurin	(1661–1739), French librarian, orientalist	Male	French	Sunday, 4 December 1661	1661	Thursday, 21 May 1739	1739	Nantes, Loire-Atlantique	France	Berlin, state of Berlin	Germany	
vialdpierr024013	Pierre Vial de Machurin	Vial de Machurin, Pierre	(d. 1791), French police official	Male	French		0	1791	1791		France		unknown	
vialemarch003443	Marchesa Viale	Viale, Marchesa	(fl. 1774), Italian diplomat's wife	Female	Italian						Italy		unknown	
viberjosep003444	Joseph Vibert, baron de Massingy	Vibert, Joseph, baron de Massingy	(fl. 1762), French aristocrat, industrialist	Male	French						France		unknown	
vicaire000003445	Antoine Vicaire	Vicaire, Antoine	(d. 1795), French college professor	Male	French		0	1795	1795	Saint-Quentin, Aisne	France		unknown	
vichymarie004441	Marie Anne de Vichy-Chamrond, marquise Du Deffand	Vichy-Chamrond, Marie Anne de, marquise Du Deffand	(1697–1780), French aristocrat, salon hostess, author	Female	French	1697	1697	Saturday, 23 September 1780	1780	Château de Chamrond, Ligny-en-Brionnais, near Charolles, Saône-et-Loire	France	Paris, Ile-de-France	France	
victobenja004339	Benjamin Victor	Victor, Benjamin	(d. 1778), English theatre manager, poet, playwright	Male	English		0	Thursday, 3 December 1778	1778		England	London, Greater London	England	
victoramad003446	Victor Amadeus II, king of Sardinia	Victor Amadeus II, king of Sardinia	(1666–1732), Italian monarch	Male	Italian	1666	1666	1732	1732	Turin, Piedmont	Italy	Rivoli, Piedmont	Italy	
vidampierr000006	comtesse de Vidampierre	comtesse de Vidampierre	(fl. 1776–1777), French poet, author	Female	French						France		unknown	
vieiljeanb004531	Jean Baptiste François Vieilh	Vieilh, Jean Baptiste François	(1733–1802), French government official	Male	French	1733	1733	1802	1802	Alençon, Orne	France	Alençon, Orne	France	
vienjosep0023048	Joseph Marie Vien	Vien, Joseph Marie	(1716–1809), French painter, academy member	Male	French	Thursday, 18 June 1716	1716	Monday, 27 March 1809	1809	Montpellier, Hérault	France	Paris, Ile-de-France	France	
vietijulia023425	Juliane Barbara von Vietinghoff, baroness von Krüdener	Vietinghoff, Juliane Barbara von, baroness von Krüdener	(1764–1824), German mystic	Female	German	Thursday, 22 November 1764	1764	Saturday, 25 December 1824	1824	Riga	Latvia	Karasubazar, Crimea	Russia	
vieusjacqu023047	Jacques Vieusseux	Vieusseux, Jacques	(1721–1792), Swiss draper, politician	Male	Swiss	Friday, 13 June 1721	1721	Friday, 12 October 1792	1792	Geneva, canton of Geneva	Switzerland	Oneglia, Liguria	Italy	
vieusraymo025588	Raymond Vieussens	Vieussens, Raymond	(1641–1716), French anatomist, physician	Male	French	1641	1641	Sunday, 16 August 1716	1716	Le Vigan, Gard	France		unknown	
vigangiova025537	Giovanni Francesco Vigani	Vigani, Giovanni Francesco	(c. 1650–1712), Italian chemist, university professor	Male	Italian	c. 1650	1650	February 1712	1712	Verona, Veneto	Italy	Newark, Nottinghamshire	England	
vigeemarie024365	Marie Louise Élisabeth Vigée Le Brun	Vigée Le Brun, Marie Louise Élisabeth	(1755–1842), French painter	Female	French	Wednesday, 16 April 1755	1755	Wednesday, 30 March 1842	1842		France		unknown	
vignecharl003449	Charles François Vigneron	Vigneron, Charles François	(1718–1780), French judge	Male	French	1718	1718	1780	1780		France		unknown	
vigneemman001243	Emmanuel Armand de Vignerod Du Plessis de Richelieu, duc d'Aiguillon	Vignerod Du Plessis de Richelieu, Emmanuel Armand de, duc d'Aiguillon	(1720–1788), French army officer, statesman	Male	French	Wednesday, 31 July 1720	1720	1788	1788		France		unknown	
vignel0000024302	L. de Vigneras	Vigneras, L. de	(fl. 1785–1788), French priest	Male	French						France		unknown	
vignesophi023546	Sophie Jeanne Armande Élisabeth Septimanie de Vignerod Du Plessis, comtesse d'Egmont-Pignatelli	Vignerod Du Plessis, Sophie Jeanne Armande Élisabeth Septimanie de, comtesse d'Egmont-Pignatelli	(1740–1773), French aristocrat, patron of the arts	Female	French	Tuesday, 1 March 1740	1740	Thursday, 14 October 1773	1773		France	Braine, Aisne	France	
villajeanr025491	Jean Rudolf Villadin	Villadin, Jean Rudolf	(1630–1698), Swiss military engineer	Male	Swiss	1630	1630	1698	1698		Switzerland		unknown	
villeetien004283	Étienne de Villebressieu	Villebressieu, Étienne de	(d. 1653), French physicist, alchemist, inventor	Male	French		0	1653	1653	Grenoble, Isère	France		unknown	
villefranc003452	François Jean Villemain d'Abancourt	Villemain d'Abancourt, François Jean	(1745–1803), French author, playwright	Male	French	1745	1745	1803	1803		France		unknown	
villeneuve023045	M. — Villeneuve	Villeneuve, M. —	(fl. 1756–1781), French theatre director	Male	French						France		unknown	
villifranc004046	Francis Villion	Villion, Francis	(1723–1808), Italian merchant, amateur scholar	Male	Italian	1723	1723	Saturday, 28 May 1808	1808	Genoa, Liguria	Italy	London, Greater London	England	
villigeorg023044	George Bussy Villiers, 4th earl of Jersey	Villiers, George Bussy, 4th earl of Jersey	(1735–1805), English courtier, politician	Male	English	Thursday, 9 June 1735	1735	Thursday, 22 August 1805	1805	London, Greater London	England	Tunbridge Wells, Kent	England	
vincent000004897	— Vincent	Vincent, —	(fl. 1689), correspondent of John Locke	Male	unknown						France		unknown	
vincephili004669	Captain Philip Vincent	Vincent, Captain Philip	(fl. 1745–1746), correspondent of David Hume	Male	unknown						unknown		unknown	
vincer0000003453	R. Vincent	Vincent, R.	(fl. 1690), correspondent of John Locke	Male	unknown						unknown		unknown	
vininjohn0024884	John Vining	Vining, John	(1758–1802), American politician	Male	American	Saturday, 23 December 1758	1758	February 1802	1802	Dover, Kent county, Delaware	United States of America	Dover, Kent county, Delaware	United States of America	
vionngeorg003457	Georges Vionnet	Vionnet, Georges	(1712–1754), French clergyman, playwright	Male	French	Sunday, 31 January 1712	1712	Tuesday, 31 December 1754	1754	Lyons, Rhône	France	Lyons, Rhône	France	
virchjeang023043	Jean Guillaume Virchaux	Virchaux, Jean Guillaume	(1739–after 1784), Swiss bookseller, printseller	Male	Swiss	1739	1739	after  1784	1784	Saint-Blaise, Neuchâtel	Switzerland		unknown	
virginiade025038	the Virginia Delegation	Virginia Delegation, the	(used 1789), as corporate addressees of letters	Group	American						United States of America		unknown	
viscagiaco025589	Giacomo Viscardo	Viscardo, Giacomo	(fl. 1670–1711), Italian university professor	Male	Italian						Italy		unknown	
vismeannep024211	Anne Pierre Jacques de Vismes de Valgay	Vismes de Valgay, Anne Pierre Jacques de	(1745–1819), French opera director	Male	French	1745	1745	Monday, 3 May 1819	1819	Paris, Ile-de-France	France	Caudebec-en-Caux, Seine-Maritime	France	
vismes0000023876	Mme — de Vismes	Vismes, Mme — de	(fl. 1776), correspondent of Voltaire	Female	unknown						unknown		unknown	
vitrajeanb003461	abbé Jean Baptiste Vitrac	Vitrac, abbé Jean Baptiste	(1750–1805), French historian	Male	French	1750	1750	1805	1805	Limoges, Haute-Vienne	France		unknown	
viviajohn0023042	Rev. John Vivian	Vivian, Rev. John	(1743–1801), English clergyman	Male	English	1743	1743	1801	1801	Cornwall	England		unknown	
viviavince025283	Vincenzio Viviani	Viviani, Vincenzio	(1622–1703), Italian mathematician	Male	Italian	Tuesday, 5 April 1622	1622	Saturday, 22 September 1703	1703	Florence, Tuscany	Italy		unknown	
vizarwilli004047	William Vizard	Vizard, William	(1774–1859), English lawyer	Male	English	1774	1774	Saturday, 15 January 1859	1859	Dursley, Gloucestershire	England	Little Faringdon, Oxfordshire	England	
vj00000000004795	J. V.	J. V.	(fl. 1697), correspondent of John Locke	Male	unknown						unknown		unknown	
voetgisbe0004284	Gisbert Voët	Voët, Gisbert	(1589–1676), Dutch theologian, university principal	Male	Dutch	1589	1589	1676	1676		Netherlands		unknown	
